Date,Season,Competition,Stage,Home Team,Away Team,Home Goals,Away Goals,Neutral,Match Result,Home Team Country,Away Team Country,Home Team Region,Away Team Region,Cross Region Match,Venue Altitude (m),Away Team Altitude (m),Altitude Difference (m),Travel Distance (km),Climate Zone
2024-04-26,2023/24,CAF Champions League,Semi-final,Al Ahly,TP Mazembe,3,0,False,Home Win,Egypt,DR Congo,North Africa,Central Africa,Yes,23,1250,-1227,4657.0,Arid
2024-05-18,2023/24,CAF Champions League,Final,Esperance de Tunis,Al Ahly,0,0,False,Draw,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2024-05-25,2023/24,CAF Champions League,Final,Al Ahly,Esperance de Tunis,1,0,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2024-11-26,2024/25,CAF Champions League,Group Stage,Al Hilal,MC Alger,1,1,False,Draw,Sudan,Algeria,East Africa,North Africa,Yes,380,424,-44,3745.0,Arid
2024-11-26,2024/25,CAF Champions League,Group Stage,Young Africans,TP Mazembe,1,1,False,Draw,Tanzania,DR Congo,East Africa,Central Africa,Yes,55,1250,-1195,1396.1,Tropical
2024-11-26,2024/25,CAF Champions League,Group Stage,AS FAR,Mamelodi Sundowns,1,1,False,Draw,Morocco,South Africa,North Africa,Southern Africa,Yes,495,1340,-845,7602.8,Mediterranean
2024-11-26,2024/25,CAF Champions League,Group Stage,Orlando Pirates,Stade d'Abidjan,3,0,False,Home Win,South Africa,Ivory Coast,Southern Africa,West Africa,Yes,1753,20,1733,4924.1,Semi-Arid
2024-11-26,2024/25,CAF Champions League,Group Stage,Esperance de Tunis,Sagrada Esperanca,4,1,False,Home Win,Tunisia,Angola,North Africa,Southern Africa,Yes,10,1350,-1340,5314.6,Mediterranean
2024-11-27,2024/25,CAF Champions League,Group Stage,AS FAR,Raja Casablanca,1,1,False,Draw,Morocco,Morocco,North Africa,North Africa,No,495,56,439,81.5,Mediterranean
2024-11-27,2024/25,CAF Champions League,Group Stage,Al Ahly,CR Belouizdad,6,1,False,Home Win,Egypt,Algeria,North Africa,North Africa,No,23,424,-401,2706.6,Arid
2024-11-27,2024/25,CAF Champions League,Group Stage,Pyramids,Djoliba,6,0,False,Home Win,Egypt,Mali,North Africa,West Africa,Yes,23,370,-347,4466.9,Arid
2024-12-06,2024/25,CAF Champions League,Group Stage,TP Mazembe,Al Hilal,4,0,False,Home Win,DR Congo,Sudan,Central Africa,East Africa,Yes,1250,380,870,3071.6,Tropical
2024-12-06,2024/25,CAF Champions League,Group Stage,Raja Casablanca,Mamelodi Sundowns,1,0,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2024-12-06,2024/25,CAF Champions League,Group Stage,CR Belouizdad,Orlando Pirates,1,2,False,Away Win,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1753,-1329,7470.7,Mediterranean
2024-12-06,2024/25,CAF Champions League,Group Stage,Sagrada Esperanca,Pyramids,0,1,False,Away Win,Angola,Egypt,Southern Africa,North Africa,Yes,1350,23,1327,4827.4,Tropical
2024-12-07,2024/25,CAF Champions League,Group Stage,MC Alger,Young Africans,2,0,False,Home Win,Algeria,Tanzania,North Africa,East Africa,Yes,424,55,369,6127.6,Mediterranean
2024-12-07,2024/25,CAF Champions League,Group Stage,Mamelodi Sundowns,AS FAR,1,1,False,Draw,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,495,845,7602.8,Semi-Arid
2024-12-07,2024/25,CAF Champions League,Group Stage,Stade d'Abidjan,Al Ahly,1,3,False,Away Win,Ivory Coast,Egypt,West Africa,North Africa,Yes,20,23,-3,4602.0,Tropical
2024-12-07,2024/25,CAF Champions League,Group Stage,Djoliba,Esperance de Tunis,0,1,False,Away Win,Mali,Tunisia,West Africa,North Africa,Yes,370,10,360,3241.5,Semi-Arid
2024-12-13,2024/25,CAF Champions League,Group Stage,MC Alger,TP Mazembe,1,0,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,424,1250,-826,5956.3,Mediterranean
2024-12-13,2024/25,CAF Champions League,Group Stage,Mamelodi Sundowns,Raja Casablanca,1,0,False,Home Win,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,56,1284,7604.6,Semi-Arid
2024-12-13,2024/25,CAF Champions League,Group Stage,Orlando Pirates,CR Belouizdad,2,1,False,Home Win,South Africa,Algeria,Southern Africa,North Africa,Yes,1753,424,1329,7470.7,Semi-Arid
2024-12-13,2024/25,CAF Champions League,Group Stage,Esperance de Tunis,Djoliba,4,0,False,Home Win,Tunisia,Mali,North Africa,West Africa,Yes,10,370,-360,3241.5,Mediterranean
2024-12-14,2024/25,CAF Champions League,Group Stage,Young Africans,Al Hilal,0,2,False,Away Win,Tanzania,Sudan,East Africa,East Africa,No,55,380,-325,2584.8,Tropical
2024-12-14,2024/25,CAF Champions League,Group Stage,AS FAR,AS Maniema Union,2,0,False,Home Win,Morocco,DR Congo,North Africa,Central Africa,Yes,495,500,-5,5326.8,Mediterranean
2024-12-14,2024/25,CAF Champions League,Group Stage,Stade d'Abidjan,CR Belouizdad,0,6,False,Away Win,Ivory Coast,Algeria,West Africa,North Africa,Yes,20,424,-404,3564.5,Tropical
2024-12-14,2024/25,CAF Champions League,Group Stage,Pyramids,Sagrada Esperanca,5,1,False,Home Win,Egypt,Angola,North Africa,Southern Africa,Yes,23,1350,-1327,4827.4,Arid
2025-01-03,2024/25,CAF Champions League,Group Stage,Al Hilal,Young Africans,2,1,False,Home Win,Sudan,Tanzania,East Africa,East Africa,No,380,55,325,2584.8,Arid
2025-01-03,2024/25,CAF Champions League,Group Stage,AS Maniema Union,AS FAR,1,1,False,Draw,DR Congo,Morocco,Central Africa,North Africa,Yes,500,495,5,5326.8,Tropical
2025-01-03,2024/25,CAF Champions League,Group Stage,CR Belouizdad,Stade d'Abidjan,0,1,False,Away Win,Algeria,Ivory Coast,North Africa,West Africa,Yes,424,20,404,3564.5,Mediterranean
2025-01-03,2024/25,CAF Champions League,Group Stage,Sagrada Esperanca,Esperance de Tunis,0,0,False,Draw,Angola,Tunisia,Southern Africa,North Africa,Yes,1350,10,1340,5314.6,Tropical
2025-01-04,2024/25,CAF Champions League,Group Stage,TP Mazembe,MC Alger,0,0,False,Draw,DR Congo,Algeria,Central Africa,North Africa,Yes,1250,424,826,5956.3,Tropical
2025-01-04,2024/25,CAF Champions League,Group Stage,Raja Casablanca,AS Maniema Union,1,0,False,Home Win,Morocco,DR Congo,North Africa,Central Africa,Yes,56,500,-444,5347.6,Mediterranean
2025-01-04,2024/25,CAF Champions League,Group Stage,Al Ahly,Orlando Pirates,1,2,False,Away Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1753,-1730,6265.9,Arid
2025-01-04,2024/25,CAF Champions League,Group Stage,Djoliba,Pyramids,0,0,False,Draw,Mali,Egypt,West Africa,North Africa,Yes,370,23,347,4466.9,Semi-Arid
2025-01-10,2024/25,CAF Champions League,Group Stage,Al Hilal,TP Mazembe,0,1,False,Away Win,Sudan,DR Congo,East Africa,Central Africa,Yes,380,1250,-870,3071.6,Arid
2025-01-10,2024/25,CAF Champions League,Group Stage,AS Maniema Union,Mamelodi Sundowns,1,2,False,Away Win,DR Congo,South Africa,Central Africa,Southern Africa,Yes,500,1340,-840,2594.4,Tropical
2025-01-10,2024/25,CAF Champions League,Group Stage,Al Ahly,Stade d'Abidjan,4,2,False,Home Win,Egypt,Ivory Coast,North Africa,West Africa,Yes,23,20,3,4602.0,Arid
2025-01-10,2024/25,CAF Champions League,Group Stage,Sagrada Esperanca,Djoliba,1,0,False,Home Win,Angola,Mali,Southern Africa,West Africa,Yes,1350,370,980,3678.7,Tropical
2025-01-11,2024/25,CAF Champions League,Group Stage,Young Africans,MC Alger,0,0,False,Draw,Tanzania,Algeria,East Africa,North Africa,Yes,55,424,-369,6127.6,Tropical
2025-01-11,2024/25,CAF Champions League,Group Stage,Raja Casablanca,AS FAR,0,2,False,Away Win,Morocco,Morocco,North Africa,North Africa,No,56,495,-439,81.5,Mediterranean
2025-01-11,2024/25,CAF Champions League,Group Stage,Orlando Pirates,Al Ahly,2,1,False,Home Win,South Africa,Egypt,Southern Africa,North Africa,Yes,1753,23,1730,6265.9,Semi-Arid
2025-01-11,2024/25,CAF Champions League,Group Stage,Pyramids,Esperance de Tunis,2,1,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2087.3,Arid
2025-01-17,2024/25,CAF Champions League,Group Stage,MC Alger,Al Hilal,0,1,False,Away Win,Algeria,Sudan,North Africa,East Africa,Yes,424,380,44,3745.0,Mediterranean
2025-01-17,2024/25,CAF Champions League,Group Stage,Mamelodi Sundowns,AS Maniema Union,0,0,False,Draw,South Africa,DR Congo,Southern Africa,Central Africa,Yes,1340,500,840,2594.4,Semi-Arid
2025-01-17,2024/25,CAF Champions League,Group Stage,CR Belouizdad,Al Ahly,1,0,False,Home Win,Algeria,Egypt,North Africa,North Africa,No,424,23,401,2706.6,Mediterranean
2025-01-17,2024/25,CAF Champions League,Group Stage,Esperance de Tunis,Pyramids,2,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2087.3,Mediterranean
2025-01-18,2024/25,CAF Champions League,Group Stage,TP Mazembe,Young Africans,1,3,False,Away Win,DR Congo,Tanzania,Central Africa,East Africa,Yes,1250,55,1195,1396.1,Tropical
2025-01-18,2024/25,CAF Champions League,Group Stage,AS FAR,Raja Casablanca,1,0,False,Home Win,Morocco,Morocco,North Africa,North Africa,No,495,56,439,81.5,Mediterranean
2025-01-18,2024/25,CAF Champions League,Group Stage,Stade d'Abidjan,Orlando Pirates,1,1,False,Draw,Ivory Coast,South Africa,West Africa,Southern Africa,Yes,20,1753,-1733,4924.1,Tropical
2025-01-18,2024/25,CAF Champions League,Group Stage,Djoliba,Sagrada Esperanca,0,0,False,Draw,Mali,Angola,West Africa,Southern Africa,Yes,370,1350,-980,3678.7,Semi-Arid
2025-04-01,2024/25,CAF Champions League,Quarter-final,Al Ahly,Al Hilal,1,0,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2025-04-01,2024/25,CAF Champions League,Quarter-final,Pyramids,AS FAR,4,1,False,Home Win,Egypt,Morocco,North Africa,North Africa,No,23,495,-472,3595.6,Arid
2025-04-01,2024/25,CAF Champions League,Quarter-final,Mamelodi Sundowns,Esperance de Tunis,1,0,False,Home Win,South Africa,Tunisia,Southern Africa,North Africa,Yes,1340,10,1330,7207.9,Semi-Arid
2025-04-02,2024/25,CAF Champions League,Quarter-final,MC Alger,Orlando Pirates,0,1,False,Away Win,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1753,-1329,7470.7,Mediterranean
2025-04-08,2024/25,CAF Champions League,Quarter-final,Al Hilal,Al Ahly,0,1,False,Away Win,Sudan,Egypt,East Africa,North Africa,Yes,380,23,357,1624.7,Arid
2025-04-08,2024/25,CAF Champions League,Quarter-final,Esperance de Tunis,Mamelodi Sundowns,0,0,False,Draw,Tunisia,South Africa,North Africa,Southern Africa,Yes,10,1340,-1330,7207.9,Mediterranean
2025-04-09,2024/25,CAF Champions League,Quarter-final,AS FAR,Pyramids,2,0,False,Home Win,Morocco,Egypt,North Africa,North Africa,No,495,23,472,3595.6,Mediterranean
2025-04-09,2024/25,CAF Champions League,Quarter-final,Orlando Pirates,MC Alger,0,0,False,Draw,South Africa,Algeria,Southern Africa,North Africa,Yes,1753,424,1329,7470.7,Semi-Arid
2025-04-18,2024/25,CAF Champions League,Semi-final,Mamelodi Sundowns,Al Ahly,0,0,False,Draw,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2025-04-18,2024/25,CAF Champions League,Semi-final,Orlando Pirates,Pyramids,0,0,False,Draw,South Africa,Egypt,Southern Africa,North Africa,Yes,1753,23,1730,6260.1,Semi-Arid
2025-04-25,2024/25,CAF Champions League,Semi-final,Al Ahly,Mamelodi Sundowns,1,1,False,Draw,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2025-04-26,2024/25,CAF Champions League,Semi-final,Pyramids,Orlando Pirates,3,2,False,Home Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1753,-1730,6260.1,Arid
2025-05-24,2024/25,CAF Champions League,Final,Mamelodi Sundowns,Pyramids,1,1,False,Draw,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6208.4,Semi-Arid
2025-06-01,2024/25,CAF Champions League,Final,Pyramids,Mamelodi Sundowns,2,1,False,Home Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6208.4,Arid
2025-11-21,2025/26,CAF Champions League,Group Stage,Al Hilal,MC Alger,2,1,False,Home Win,Sudan,Algeria,East Africa,North Africa,Yes,380,424,-44,3745.0,Arid
2025-11-22,2025/26,CAF Champions League,Group Stage,Mamelodi Sundowns,Saint-Eloi Lupopo,3,1,False,Home Win,South Africa,DR Congo,Southern Africa,Central Africa,Yes,1340,1250,90,1568.4,Semi-Arid
2025-11-22,2025/26,CAF Champions League,Group Stage,Young Africans,AS FAR,1,0,False,Home Win,Tanzania,Morocco,East Africa,North Africa,Yes,55,495,-440,6632.2,Tropical
2025-11-22,2025/26,CAF Champions League,Group Stage,Al Ahly,JS Kabylie,4,1,False,Home Win,Egypt,Algeria,North Africa,North Africa,No,23,250,-227,2570.0,Arid
2025-11-22,2025/26,CAF Champions League,Group Stage,Esperance de Tunis,Stade Malien,0,0,False,Draw,Tunisia,Mali,North Africa,West Africa,Yes,10,370,-360,3241.5,Mediterranean
2025-11-22,2025/26,CAF Champions League,Group Stage,Pyramids,Rivers United,3,0,False,Home Win,Egypt,Nigeria,North Africa,West Africa,Yes,23,20,3,3777.9,Arid
2025-11-22,2025/26,CAF Champions League,Group Stage,RSB Berkane,Power Dynamos,3,0,False,Home Win,Morocco,Zambia,North Africa,Southern Africa,Yes,430,1280,-850,6206.5,Semi-Arid
2025-11-23,2025/26,CAF Champions League,Group Stage,Simba SC,Petro de Luanda,0,1,False,Away Win,Tanzania,Angola,East Africa,Southern Africa,Yes,55,60,-5,2869.7,Tropical
2025-11-28,2025/26,CAF Champions League,Group Stage,JS Kabylie,Young Africans,0,0,False,Draw,Algeria,Tanzania,North Africa,East Africa,Yes,250,55,195,6027.9,Mediterranean
2025-11-28,2025/26,CAF Champions League,Group Stage,Rivers United,RSB Berkane,1,2,False,Away Win,Nigeria,Morocco,West Africa,North Africa,Yes,20,430,-410,3483.4,Tropical
2025-11-28,2025/26,CAF Champions League,Group Stage,AS FAR,Al Ahly,1,1,False,Draw,Morocco,Egypt,North Africa,North Africa,No,495,23,472,3597.7,Mediterranean
2025-11-28,2025/26,CAF Champions League,Group Stage,MC Alger,Mamelodi Sundowns,0,0,False,Draw,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1340,-916,7430.3,Mediterranean
2025-11-29,2025/26,CAF Champions League,Group Stage,Petro de Luanda,Esperance de Tunis,1,1,False,Draw,Angola,Tunisia,Southern Africa,North Africa,Yes,60,10,50,5085.3,Tropical
2025-11-29,2025/26,CAF Champions League,Group Stage,Power Dynamos,Pyramids,0,1,False,Away Win,Zambia,Egypt,Southern Africa,North Africa,Yes,1280,23,1257,4771.6,Tropical
2025-11-30,2025/26,CAF Champions League,Group Stage,Saint-Eloi Lupopo,Al Hilal,1,1,False,Draw,DR Congo,Sudan,Central Africa,East Africa,Yes,1250,380,870,3071.6,Tropical
2025-11-30,2025/26,CAF Champions League,Group Stage,Stade Malien,Simba SC,2,1,False,Home Win,Mali,Tanzania,West Africa,East Africa,Yes,370,55,315,5646.4,Semi-Arid
2025-12-21,2025,African Cup of Nations,Group Stage,Morocco,Comoros,2,0,False,Home Win,Morocco,Comoros,North Africa,Southern Africa,Yes,495,30,465,,Mediterranean
2025-12-26,2025,African Cup of Nations,Group Stage,Morocco,Mali,1,1,False,Draw,Morocco,Mali,North Africa,West Africa,Yes,495,370,125,,Mediterranean
2025-12-29,2025,African Cup of Nations,Group Stage,Morocco,Zambia,3,0,False,Home Win,Morocco,Zambia,North Africa,Southern Africa,Yes,495,1279,-784,,Mediterranean
